Sabor Latino,https://www.yelp.com//biz/sabor-latino-salt-lake-city,4.0,68,Low,"['Venezuelan', 'Colombian']",(801) 487-2009,3053 S State St,City of South Salt Lake
Stellar Wings Restaurant,https://www.yelp.com//biz/stellar-wings-restaurant-salt-lake-city,4.5,73,Moderate,"['Chicken Wings', 'American (New)', 'American (Traditional)']",(801) 702-6346,2704 South State St,City of South Salt Lake
Brio Tuscan Grille,https://www.yelp.com//biz/brio-tuscan-grille-salt-lake-city,3.5,194,Moderate,"['Italian', 'Desserts', 'Bars']",(801) 359-4401, ,Downtown
Mahider Ethiopian Restaurant,https://www.yelp.com//biz/mahider-ethiopian-restaurant-salt-lake-city,4.5,231,Moderate,['Ethiopian'],(801) 975-1111,1465 S State St,Liberty Wells
Fat Fish,https://www.yelp.com//biz/fat-fish-salt-lake-city,4.0,311,Moderate,"['Sushi Bars', 'Vietnamese']",(801) 887-7272,1980 W 3500th S, 
Stanza Italian Bistro & Wine Bar,https://www.yelp.com//biz/stanza-italian-bistro-and-wine-bar-salt-lake-city,4.0,132,High,"['Italian', 'Wine Bars', 'Tapas/Small Plates']",(801) 746-4441,454 E 300th S,Central City
Antica Sicilia,https://www.yelp.com//biz/antica-sicilia-salt-lake-city,4.5,120,Moderate,['Italian'],(385) 202-7236,2020 3300th S,East Millcreek
Even Stevens Sandwiches,https://www.yelp.com//biz/even-stevens-sandwiches-salt-lake-city-5,4.5,585,Low,"['Sandwiches', 'Breakfast & Brunch', 'Salad']",(385) 355-9105,414 E 200th S,Central City
Bocata,https://www.yelp.com//biz/bocata-salt-lake-city,4.5,138,Low,"['Sandwiches', 'Soup']",(801) 355-3538, ,Downtown
Publik Kitchen,https://www.yelp.com//biz/publik-kitchen-salt-lake-city,4.0,140,Moderate,['Breakfast & Brunch'],(385) 229-4205,931 E 900th S,9th & 9th
Texas De Brazil,https://www.yelp.com//biz/texas-de-brazil-salt-lake-city-2,4.0,208,High,"['Brazilian', 'Steakhouses', 'Venues & Event Spaces']",(385) 232-8070, ,Downtown
Koko Kitchen,https://www.yelp.com//biz/koko-kitchen-salt-lake-city,4.0,245,Low,"['Sushi Bars', 'Ramen', 'Japanese Curry']",(801) 364-4888,702 S 300th E,Central City
Kimi’s Chop & Oyster House,https://www.yelp.com//biz/kimis-chop-and-oyster-house-salt-lake-city,4.0,234,High,"['Seafood', 'Steakhouses', 'Wine Bars']",(801) 467-2396,2155 S Highland Dr,Sugar House
Buldak Korean Bbq,https://www.yelp.com//biz/buldak-korean-bbq-salt-lake-city,3.5,3,Low,"['Korean', 'Barbeque']",(801) 413-3983,300 Main St,Downtown
Mayuri Indian Grill,https://www.yelp.com//biz/mayuri-indian-grill-salt-lake-city-3,4.0,77,Moderate,['Indian'],(801) 582-0307,1336 Foothill Dr,Bonneville Hills
Proper Burger,https://www.yelp.com//biz/proper-burger-salt-lake-city-3,3.5,253,Moderate,['Burgers'],(801) 906-8604,865 Main St,Downtown
Délice Bakery & Cafe,https://www.yelp.com//biz/d%C3%A9lice-bakery-and-cafe-salt-lake-city-2,4.5,5, ,"['Cafes', 'Bakeries']",(801) 953-1910,2747 S State St,City of South Salt Lake
Pat’s BBQ,https://www.yelp.com//biz/pats-bbq-salt-lake-city-3,3.5,379,Moderate,['Barbeque'],(801) 335-6645,155 W Commonwealth Ave,City of South Salt Lake
Bangkok Terrace,https://www.yelp.com//biz/bangkok-terrace-salt-lake-city,4.0,114,Low,"['Thai', 'Noodles']",(801) 355-0068,61 E Gallivan Ave,Downtown
Blue Plate Diner,https://www.yelp.com//biz/blue-plate-diner-salt-lake-city,3.5,529,Low,['Diners'],(801) 463-1151,2041 S 2100th E,Sugar House
Rusted Sun Pizzeria,https://www.yelp.com//biz/rusted-sun-pizzeria-salt-lake-city,4.5,250,Moderate,['Pizza'],(801) 483-2120,2010 S State St,Ballpark
Ruth’s Chris Steak House,https://www.yelp.com//biz/ruths-chris-steak-house-salt-lake-city-2,4.0,269, ,['Steakhouses'],(801) 363-2000,275 S West Temple,Downtown
Jang Soo Jang Restaurant,https://www.yelp.com//biz/jang-soo-jang-restaurant-south-salt-lake,4.0,130,Moderate,['Korean'],(801) 281-5574,58 E 3750th S,City of South Salt Lake
Tacos Don Rafa,https://www.yelp.com//biz/tacos-don-rafa-salt-lake-city,4.0,128,Low,"['Mexican', 'Food Stands']",(801) 809-5197,800 S State St,Downtown
Avenues Proper,https://www.yelp.com//biz/avenues-proper-salt-lake-city,3.5,298,Moderate,"['American (New)', 'Gastropubs']",(385) 227-8628,376 8th Ave,The Avenues
Kabob Stop,https://www.yelp.com/biz/kabob-stop-salt-lake-city,4.5,105,Moderate,['Pakistani'],(801) 466-9144,291 E 3300th S,City of South Salt Lake
Hong Kong Tea House,https://www.yelp.com/biz/hong-kong-tea-house-salt-lake-city,3.5,150,Moderate,"['Dim Sum', 'Seafood', 'Cantonese']",(801) 531-7010,565 W 200th S,Poplar Grove
Hungry Hawaiian,https://www.yelp.com/biz/hungry-hawaiian-woods-cross,5,70,Low,['Hawaiian'],(801) 797-5192,1492 S 800th W,
In-N-Out Burger,https://www.yelp.com/biz/in-n-out-burger-west-valley-city,4,140,Low,"['Burgers', 'Fast Food']",(800) 786-1000,3715 S Constitution Blvd,
Chakra Lounge,https://www.yelp.com/biz/chakra-lounge-salt-lake-city-2,4.5,16,Moderate,"['Tapas/Small Plates', 'Lounges']",(801) 328-2077,364 S State St,Downtown
Finca,https://www.yelp.com/biz/finca-salt-lake-city-2,3.5,266,Moderate,"['Spanish', 'Tapas/Small Plates']",(801) 487-0699,327 W 200th S,Downtown
Navajo Hogan,https://www.yelp.com/biz/navajo-hogan-salt-lake-city-3,4,66,Low,"['Mexican', 'Burgers']",(801) 466-2860,447 E 3300 S,City of South Salt Lake
The Cheesecake Factory,https://www.yelp.com/biz/the-cheesecake-factory-salt-lake-city-2,3,306,Moderate,"['Desserts', 'American (Traditional)']",(801) 521-1732, ,Downtown
Nico’s Restaurant,https://www.yelp.com/biz/nicos-restaurant-salt-lake-city,4.5,76,Low,['Mexican'],(801) 364-0363,1458 W N Temple,Jordan Meadows
El Cabrito,https://www.yelp.com/biz/el-cabrito-salt-lake-city-2,4.5,29,Low,['Mexican'],(801) 363-2645,956 W 1000th N,Rose Park
The Med,https://www.yelp.com/biz/the-med-salt-lake-city,4,174,Moderate,"['Greek', 'Mediterranean', 'Salad']",(385) 355-3036,420 E 3300 S,City of South Salt Lake
Zillas,https://www.yelp.com/biz/zillas-salt-lake-city,4,75,Low,"['American (New)', 'Cafes', 'Salad']",(801) 419-0622,2080 W North Temple,Jordan Meadows
Hacienda Mexican Grill,https://www.yelp.com/biz/hacienda-mexican-grill-salt-lake-city,4.5,19,Low,['Mexican'],(801) 953-0667,797 N Redwood Rd,
The Bagel Project,https://www.yelp.com/biz/the-bagel-project-salt-lake-city,4,216,Low,"['Delis', 'Bakeries', 'Bagels']",(801) 906-0698,779 S 500th E,Central City
Buds,https://www.yelp.com/biz/buds-salt-lake-city,4.5,329,Low,"['Vegan', 'Sandwiches', 'Vegetarian']", ,509 East 300 S,Central City
African Restaurant,https://www.yelp.com/biz/african-restaurant-salt-lake-city-2,4,92,Low,"['Ethiopian', 'African']",(801) 978-9673,1878 S Redwood Rd,Glendale
Alice’s Kitchen,https://www.yelp.com/biz/alices-kitchen-north-salt-lake,4.5,119,Low,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']",(801) 992-3148,94 N 400th W,
Casa Peru,https://www.yelp.com/biz/casa-peru-salt-lake-city,4,26,Moderate,['Peruvian'],(801) 972-5807,1830 W 3500th S,
Chanon Thai Cafe,https://www.yelp.com/biz/chanon-thai-cafe-salt-lake-city,4,313,Moderate,['Thai'],(801) 532-1177,278 E 900th S,
Rich’s Burgers ‘n Grub,https://www.yelp.com/biz/richs-burgers-n-grub-salt-lake-city,4,268,Moderate,"['Burgers', 'American (Traditional)', 'Sandwiches']",(801) 355-0667,30 E Broadway,Downtown
Caputo’s Market & Deli,https://www.yelp.com/biz/caputos-market-and-deli-salt-lake-city-6,4.5,332,Low,"['Specialty Food', 'Delis', 'Sandwiches']",(801) 531-8669,314 W Broadway,Downtown
The Red Food Truck,https://www.yelp.com/biz/the-red-food-truck-salt-lake-city,5,76,Low,"['Food Trucks', 'Peruvian', 'Sandwiches']",(801) 750-1274, , 
Tucanos Brazilian Grill,https://www.yelp.com/biz/tucanos-brazilian-grill-salt-lake-city,3.5,413,Moderate,"['Brazilian', 'Seafood', 'Steakhouses']",(801) 456-2550, ,Downtown
SASA Kitchen,https://www.yelp.com/biz/sasa-kitchen-salt-lake-city,4,102,Low,"['Chinese', 'Bubble Tea']",(801) 583-7888,2095 E 1300th S,Foothill
Gracie’s,https://www.yelp.com/biz/gracies-salt-lake-city,3,452,Moderate,"['Bars', 'Gastropubs', 'American (New)']",(801) 819-7565,326 S West Temple St,Downtown
El Asadero Mexican Food,https://www.yelp.com/biz/el-asadero-mexican-food-salt-lake-city,4,77,Low,['Mexican'],(801) 328-4747,1011 W N Temple,Poplar Grove
Porcupine Pub & Grille,https://www.yelp.com/biz/porcupine-pub-and-grille-salt-lake-city-5,3.5,171,Moderate,"['American (New)', 'Pubs']",(801) 582-5555,258 S 1300th E,East Central
Hamachi Japanese Grill + Sushi bar,https://www.yelp.com/biz/hamachi-japanese-grill-sushi-bar-salt-lake-city,4,65,Moderate,"['Sushi Bars', 'Japanese', 'Poke']",(801) 359-2092,488 E 100th S,Central City
Juanitas Restaurant,https://www.yelp.com/biz/juanitas-restaurant-salt-lake-city-2,4.5,19,Low,['Salvadoran'],(385) 259-0144,271 W 900th S,Peoples Freeway
Toasters,https://www.yelp.com/biz/toasters-salt-lake-city,4,178,Low,"['Delis', 'Sandwiches', 'Bagels']",(801) 328-2928,151 W 200th S,Downtown
Squatters Pub and Beers,https://www.yelp.com/biz/squatters-pub-and-beers-salt-lake-city,3.5,381,Moderate,"['American (Traditional)', 'Pubs']",(801) 575-2002,Salt Lake International Airport,
Les Madeleines,https://www.yelp.com/biz/les-madeleines-salt-lake-city-2,4.5,325,Moderate,"['Bakeries', 'Cafes']",(801) 355-2294,216 E 500th S,Central City
Tonkotsu Shabu Shabu Bar,https://www.yelp.com/biz/tonkotsu-shabu-shabu-bar-west-valley-city,4.5,171,Moderate,"['Japanese', 'Asian Fusion', 'Hot Pot']",(801) 739-3449,1898 W 3500th S,
Kobe Japanese Cuisine,https://www.yelp.com/biz/kobe-japanese-cuisine-salt-lake-city,4,367,Moderate,"['Sushi Bars', 'Ramen']",(801) 277-2928,3947 Wasatch Blvd,Olympus Cove
Spedelli’s,https://www.yelp.com/biz/spedellis-salt-lake-city-2,4,106,Moderate,"['Pizza', 'American (Traditional)']",(385) 528-0181,2991 E 3300  S,Canyon Rim
Roula’s Cafe,https://www.yelp.com/biz/roulas-cafe-salt-lake-city-2,4,51,Low,"['Greek', 'American (Traditional)']",(801) 924-0330,351 S W Temple,Downtown
Cubby’s,https://www.yelp.com/biz/cubbys-salt-lake-city-2,4,178,Moderate,"['American (New)', 'Sandwiches', 'Salad']",(801) 467-2980,2130 S Highland Dr,Sugar House
Nuch’s Pizzeria & Restaurant,https://www.yelp.com/biz/nuchs-pizzeria-and-restaurant-salt-lake-city,4.5,199,Moderate,"['Pizza', 'Italian']",(801) 484-0448,2819 S 2300th E,Canyon Rim
Veggie House,https://www.yelp.com/biz/veggie-house-south-salt-lake,4.5,87,Low,"['Vegan', 'Vegetarian']",(801) 282-8686,52 E 1700th S,Ballpark
Trestle Tavern,https://www.yelp.com/biz/trestle-tavern-salt-lake-city,4,105,Moderate,"['Gastropubs', 'American (New)', 'Tapas/Small Plates']",(801) 532-3372,1513 S 1500th E,15th & 15th
The Roof Restaurant,https://www.yelp.com/biz/the-roof-restaurant-salt-lake-city,3.5,162,High,"['American (New)', 'Buffets']",(801) 539-1911,15 E S Temple,Downtown
Fresh Donut & Deli,https://www.yelp.com/biz/fresh-donut-and-deli-salt-lake-city,4.5,166,Low,"['Donuts', 'Bakeries', 'Delis']",(801) 467-8322,2699 S State St,City of South Salt Lake
Dim Sum House,https://www.yelp.com/biz/dim-sum-house-salt-lake-city,3.5,303,Moderate,"['Dim Sum', 'Seafood', 'Cantonese']",(801) 359-3838,1158 S State St,Peoples Freeway
Andinita Restaurant,https://www.yelp.com/biz/andinita-restaurant-salt-lake-city,4.5,31,Low,['Venezuelan'],(801) 966-9097,4139 Carriage Sq,
Curry Pizza,https://www.yelp.com/biz/curry-pizza-west-valley-city,5,79,Low,"['Pizza', 'Indian', 'Italian']",(801) 890-0415,2927 South 5600 W,
J Wong’s Thai & Chinese Bistro,https://www.yelp.com/biz/j-wongs-thai-and-chinese-bistro-salt-lake-city,3.5,266,Moderate,"['Asian Fusion', 'Chinese', 'Thai']",(801) 350-0888,163 W 200th S,Downtown
Café Shambala,https://www.yelp.com/biz/caf%C3%A9-shambala-salt-lake-city-2,4.5,125,Low,"['Himalayan/Nepalese', 'Cafes']",(801) 364-8558,382 4th Ave,The Avenues
Bourbon House,https://www.yelp.com/biz/bourbon-house-salt-lake-city,3.5,243,Moderate,"['Cocktail Bars', 'Lounges', 'Gastropubs']",(801) 746-1005,19 East 200 S,Downtown
Viva La DIVA Show,https://www.yelp.com/biz/viva-la-diva-show-salt-lake-city,5,10,Moderate,"['Cabaret', 'Dinner Theater']",(801) 382-9394,445 S 400th W,Downtown
Polarican,https://www.yelp.com/biz/polarican-salt-lake-city,4.5,2, ,"['Puerto Rican', 'Polish', 'Caterers']", ,968 Sugarmont Dr,Sugar House
Cupla Coffee,https://www.yelp.com/biz/cupla-coffee-salt-lake-city,5,56,Moderate,"['Coffee & Tea', 'Breakfast & Brunch', 'Bakeries']",(661) 607-3190,175 W 200 S,Downtown
Blue Lemon- Salt Lake City,https://www.yelp.com/biz/blue-lemon-salt-lake-city-salt-lake-city-2,3.5,348,Moderate,"['Sandwiches', 'Breakfast & Brunch', 'Burgers']",(801) 328-2583, ,Downtown
We Olive & Wine Bar,https://www.yelp.com/biz/we-olive-and-wine-bar-salt-lake-city-2,4.5,66,Moderate,"['Olive Oil', 'Tapas Bars', 'Wine Bars']",(801) 448-7489,602 E 500th S,Central City
Noor Restaurant,https://www.yelp.com/biz/noor-restaurant-salt-lake-city,4.5,42,Low,"['African', 'Middle Eastern', 'Breakfast & Brunch']",(801) 975-6356,1151 S Redwood Rd,Glendale
Eggs in the City,https://www.yelp.com/biz/eggs-in-the-city-salt-lake-city,4,424,Moderate,"['American (Traditional)', 'Breakfast & Brunch', 'Coffee & Tea']",(801) 581-0809,1675 E 1300th S,Yalecrest
Tacos Brazil,https://www.yelp.com/biz/tacos-brazil-salt-lake-city,5,6,Low,"['Brazilian', 'Tacos']",(435) 890-6151,160 E 300th S,Central City
Our Kitchen Cafe,https://www.yelp.com/biz/our-kitchen-cafe-north-salt-lake-2,4,14, ,['Breakfast & Brunch'],(801) 292-1174,985 N Redwood Rd,
Thai Archer,https://www.yelp.com/biz/thai-archer-salt-lake-city,4.5,89,Low,['Thai'],(801) 953-1279,1429 S 1100th E,East Central
Mellow Mushroom,https://www.yelp.com/biz/mellow-mushroom-salt-lake-city,4,338,Moderate,"['Pizza', 'Bars', 'Salad']",(801) 844-1444,1080 East 2100 S,Sugar House
Saffron Valley East India Cafe,https://www.yelp.com/biz/saffron-valley-east-india-cafe-salt-lake-city,4,237,Moderate,"['Indian', 'Wine Bars', 'Buffets']",(801) 203-3325,26 E St,The Avenues
My Thai Asian Cuisine,https://www.yelp.com/biz/my-thai-asian-cuisine-salt-lake-city,4,210,Low,['Thai'],(801) 505-4999,1425 S 300th W,Ballpark
J Dawgs,https://www.yelp.com/biz/j-dawgs-salt-lake-city-2,4.5,76,Low,['Hot Dogs'],(801) 438-6111,341 S Main St,Downtown
Asia Palace,https://www.yelp.com/biz/asia-palace-salt-lake-city,4,129,Low,"['Vietnamese', 'Noodles', 'Soup']",(801) 485-1646,1446 S State St,Ballpark
Ekamai,https://www.yelp.com/biz/ekamai-salt-lake-city-5,4,194,Moderate,['Thai'],(801) 906-0908,1405 E 2100th S,Sugar House
Oasis Cafe,https://www.yelp.com/biz/oasis-cafe-salt-lake-city,4,356,Moderate,"['American (New)', 'Vegetarian', 'Bars']",(801) 322-0404,151 S 500th E,Central City
Chedda Burger,https://www.yelp.com/biz/chedda-burger-salt-lake-city-5,4,74,Low,"['Burgers', 'American (Traditional)', 'Desserts']",(385) 227-8845,1314 Foothill Dr,Bonneville Hills
City Cafe,https://www.yelp.com/biz/city-cafe-salt-lake-city,4.5,11,Low,"['Coffee & Tea', 'Cafes']",(801) 364-6677,155 N 400th W,Capitol Hill
CYTYBYRD,https://www.yelp.com/biz/cytybyrd-salt-lake-city,4.5,33,Moderate,"['American (New)', 'Cafes', 'Breakfast & Brunch']",(801) 535-6102,450 S 200th E,Downtown
Nordstrom Grill,https://www.yelp.com/biz/nordstrom-grill-salt-lake-city,4,39,Moderate,['American (New)'],(801) 384-4933,55 SW Temple,Downtown
East Liberty Tap House,https://www.yelp.com/biz/east-liberty-tap-house-salt-lake-city,3.5,221,Moderate,"['Tapas/Small Plates', 'Tapas Bars']",(801) 441-2845,850 E 900th S,9th & 9th
Churrosole,https://www.yelp.com/biz/churrosole-salt-lake-city,4.5,2, ,['Restaurants'],(801) 963-1267,3601 Constitution Blvd,
Lake Effect,https://www.yelp.com/biz/lake-effect-salt-lake-city-2,3.5,190,Moderate,"['Cocktail Bars', 'Lounges', 'Mexican']",(801) 532-2068,155 W 200 S,Downtown
Chunga’s,https://www.yelp.com/biz/chungas-salt-lake-city-4,4.5,13,Low,['Mexican'],(801) 973-6904,1895 S Redwood Rd,Glendale
Chubby’s,https://www.yelp.com/biz/chubbys-salt-lake-city,4,84,Low,['Mexican'],(801) 596-2070,955 N 1400th W,Rose Park
Tucci’s Cucina Italiana,https://www.yelp.com/biz/tuccis-cucina-italiana-salt-lake-city-2,3.5,111,Moderate,['Italian'],(801) 533-9111,515 S 700th E,East Central
Hector’s Mexican Food,https://www.yelp.com/biz/hectors-mexican-food-salt-lake-city,4,255,Low,['Mexican'],(801) 487-3850,2901 E 3300th S,Canyon Rim
Kathmandu Grill,https://www.yelp.com/biz/kathmandu-grill-salt-lake-city-2,4,243,Moderate,"['Indian', 'Himalayan/Nepalese']",(801) 355-0454,212 S 700th E,Central City
Hub & Spoke Diner,https://www.yelp.com/biz/hub-and-spoke-diner-salt-lake-city,3.5,432,Moderate,"['American (New)', 'Breakfast & Brunch', 'Diners']",(801) 487-0698,1291 S 1100th E,East Central
Soup Kitchen Restaurant,https://www.yelp.com/biz/soup-kitchen-restaurant-salt-lake-city,4,17,Low,"['Soup', 'Salad', 'Noodles']",(801) 531-0560,422 W 600th N,Capitol Hill
Monsieur Crêpes UT,https://www.yelp.com/biz/monsieur-cr%C3%AApes-ut-salt-lake-city-2,4.5,32,Moderate,"['Food Trucks', 'Creperies']",(801) 259-5843,1617 S 900th E,East Central
Shawarma King,https://www.yelp.com/biz/shawarma-king-salt-lake-city-2,3,127,Moderate,"['Middle Eastern', 'Arabian', 'Halal']",(801) 803-9434,725 E 3300th S,
Cool Bro’s Pizza,https://www.yelp.com/biz/cool-bros-pizza-salt-lake-city,4,16, ,['Pizza'],(801) 239-1411,840 W N Temple,Fairpark
Finns,https://www.yelp.com/biz/finns-salt-lake-city,4,256,Moderate,"['American (Traditional)', 'Breakfast & Brunch', 'Cafes']",(801) 467-4000,1624 S 1100th E,East Central
China Delight,https://www.yelp.com/biz/china-delight-salt-lake-city,3,52,Low,['Chinese'],(801) 364-8716,1704 W North Temple,Jordan Meadows
MidiCi The Neapolitan Pizza Company,https://www.yelp.com/biz/midici-the-neapolitan-pizza-company-salt-lake-city-3,4,33,Moderate,"['Pizza', 'Italian', 'Wine Bars']",(801) 214-7900,191 S Rio Grande St,Downtown
Market Street Grill,https://www.yelp.com/biz/market-street-grill-salt-lake-city-15,3.5,560,Moderate,"['Seafood', 'Diners', 'Bars']",(801) 531-6044,48 W Market St,Downtown
House of Tibet Restaurant,https://www.yelp.com/biz/house-of-tibet-restaurant-salt-lake-city-2,4,117,Low,"['Himalayan/Nepalese', 'Indian', 'Buffets']",(801) 364-1376,145 E 1300th S,
Myung Ga,https://www.yelp.com/biz/myung-ga-west-valley-city-3,3.5,264,Moderate,['Korean'],(801) 953-0478,3353 S Decker Lake Dr,
50 West Club & Cafe,https://www.yelp.com/biz/50-west-club-and-cafe-salt-lake-city,4,44,Low,"['Cafes', 'Venues & Event Spaces', 'Comedy Clubs']",(801) 961-1033,50 W Broadway,Downtown
Este Deli,https://www.yelp.com/biz/este-deli-salt-lake-city-3,3.5,55,Low,"['Sandwiches', 'Delis', 'Chicken Wings']",(801) 364-4105,238 South Main St,Downtown
Taqueria Los Lee,https://www.yelp.com//biz/taqueria-los-lee-salt-lake-city,5.0,44,Low,['Mexican'],(385) 259-0764,2646 S 700th E,Sugar House
Aubergine and Company,https://www.yelp.com//biz/aubergine-and-company-salt-lake-city,3.5,124,Moderate,"['Mediterranean', 'Juice Bars & Smoothies', 'Acai Bowls']",(801) 487-4321,2122 S Highland Dr,Sugar House
Wing Coop,https://www.yelp.com//biz/wing-coop-salt-lake-city,4.0,159,Moderate,['Chicken Wings'],(801) 274-9464,3971 Wasatch Blvd,Olympus Cove
La Bella Piastra,https://www.yelp.com//biz/la-bella-piastra-salt-lake-city,4.0,26,Moderate,['Italian'],(801) 961-8700,220 South State Street,Downtown
Maria’s Mexican Grill,https://www.yelp.com//biz/marias-mexican-grill-salt-lake-city,4.0,101,Moderate,['Mexican'],(801) 883-9774,3336 S 2300th E,East Millcreek
Best Chicken & Ribs,https://www.yelp.com//biz/best-chicken-and-ribs-salt-lake-city,4.0,60,Low,"['Greek', 'Mediterranean']",(801) 466-8311,111 E 2700th S,City of South Salt Lake
Amour Café,https://www.yelp.com//biz/amour-caf%C3%A9-salt-lake-city,4.5,68,Low,['Cafes'],(801) 467-2947,1329 S 500th E,Liberty Wells
Maxwell’s East Coast Eatery,https://www.yelp.com//biz/maxwells-east-coast-eatery-salt-lake-city-3,3.5,352,Moderate,"['Italian', 'Sports Bars', 'Pizza']",(801) 328-0304,357 S Main St,Downtown
Mazza,https://www.yelp.com//biz/mazza-salt-lake-city,4.0,154,Moderate,['Middle Eastern'],(801) 484-9259,1515 S 1500th E,15th & 15th
Crown Burgers,https://www.yelp.com//biz/crown-burgers-salt-lake-city-6,4.0,218,Low,['Burgers'],(801) 532-1155,377 E 200th S,Central City
BGR The Burger Joint,https://www.yelp.com//biz/bgr-the-burger-joint-salt-lake-city,3.5,127,Moderate,"['Burgers', 'Salad']",(801) 487-6301,1202 E Wilmington Ave,Sugar House
Tickles Restaurant,https://www.yelp.com//biz/tickles-restaurant-salt-lake-city,4.5,43,Low,['Greek'],(801) 264-8100,3872 S 900th E, 
Lazy Day Cafe,https://www.yelp.com//biz/lazy-day-cafe-salt-lake-city,4.0,303,Low,"['Breakfast & Brunch', 'Cafes', 'Vegan']",(801) 953-0311,2020 E 3300th S,East Millcreek
P.F. Chang’s,https://www.yelp.com//biz/p-f-changs-salt-lake-city,3.0,214,Moderate,"['Chinese', 'Asian Fusion', 'Gluten-Free']",(801) 539-0500,174 W 300th S,Downtown
El Pollo Loco,https://www.yelp.com//biz/el-pollo-loco-salt-lake-city,4.0,30,Low,"['Mexican', 'Fast Food']",(801) 363-0863,1110 South 300 W,Peoples Freeway
Smoothie Space,https://www.yelp.com//biz/smoothie-space-salt-lake-city,5.0,1, ,"['Juice Bars & Smoothies', 'Vegetarian', 'Health Markets']",(385) 988-5364,320 West 200 S,Downtown
Cannella’s,https://www.yelp.com//biz/cannellas-salt-lake-city,3.5,209,Moderate,"['Italian', 'Lounges', 'Wine Bars']",(801) 355-8518,204 E 500th S,Central City
Krua Thai,https://www.yelp.com//biz/krua-thai-salt-lake-city,4.0,156,Moderate,['Thai'],(801) 328-4401,212 E 500th S,Central City
Peppercini’s,https://www.yelp.com//biz/peppercinis-salt-lake-city,4.0,70,Low,"['Burgers', 'Sandwiches', 'Salad']",(801) 263-3372,3981 S 700th E, 
Pho 28,https://www.yelp.com//biz/pho-28-salt-lake-city,4.0,61,Low,"['Chinese', 'Vietnamese', 'Noodles']",(801) 364-9918,428 E 900th S, 
Passion Flour,https://www.yelp.com//biz/passion-flour-salt-lake-city,4.0,109,Low,"['Vegan', 'Patisserie/Cake Shop', 'Cafes']",(385) 242-7040,165 E 900 S,Central City
City Cakes & Cafe,https://www.yelp.com//biz/city-cakes-and-cafe-salt-lake-city,4.0,253,Low,"['Vegan', 'Bakeries', 'Cupcakes']",(801) 359-2239,1860 South 300 W,Ballpark
Legends Sports Pub,https://www.yelp.com//biz/legends-sports-pub-salt-lake-city,3.5,158,Moderate,"['American (Traditional)', 'Sports Bars', 'Breakfast & Brunch']",(801) 355-3598,677 S 200th W,Downtown
Michelangelo’s on Main,https://www.yelp.com//biz/michelangelos-on-main-salt-lake-city,3.5,135,Moderate,['Italian'],(801) 532-0500,132 S Main St,Downtown
Mama Africa Grill,https://www.yelp.com//biz/mama-africa-grill-salt-lake-city-2,4.5,22,Moderate,"['Specialty Food', 'African']",(435) 224-2328,3460 S Redwood Rd, 
The Habit Burger Grill,https://www.yelp.com//biz/the-habit-burger-grill-salt-lake-city,4.0,202,Low,"['Burgers', 'Salad', 'Sandwiches']",(801) 484-6132,2121 S McClelland St,Sugar House
The Melting Pot - Salt Lake City,https://www.yelp.com//biz/the-melting-pot-salt-lake-city-salt-lake-city,3.5,196,High,"['Fondue', 'Salad', 'Bars']",(801) 521-6358,340 S Main St,Downtown
Grove Market and Deli,https://www.yelp.com//biz/grove-market-and-deli-salt-lake-city,4.5,134,Low,"['Delis', 'Sandwiches']",(801) 467-8860,1906 S Main St,Ballpark
El Dorado,https://www.yelp.com//biz/el-dorado-bountiful-6,4.5,34,Low,"['Food Trucks', 'Mexican']",(801) 654-3591, , 
Rosie’s Deli,https://www.yelp.com//biz/rosies-deli-salt-lake-city,5.0,19,Moderate,"['Delis', 'Cafes']",(801) 363-2430,353 W 200th S,Downtown
Banbury Cross Donuts,https://www.yelp.com/biz/banbury-cross-donuts-salt-lake-city,4,331,Low,"['Donuts', 'Coffee & Tea', 'Breakfast & Brunch']",(801) 895-2072,705 S 700th E,East Central
Horn of Africa,https://www.yelp.com/biz/horn-of-africa-salt-lake-city,4,12, ,['African'],(801) 908-5498,1320 S Swaner Rd,Glendale
Mi Lindo Nayarit,https://www.yelp.com/biz/mi-lindo-nayarit-salt-lake-city,4.5,88,Moderate,"['Mexican', 'Seafood']",(801) 908-5727,145 E 1300th S,
Sushi Burrito,https://www.yelp.com/biz/sushi-burrito-salt-lake-city-3,3.5,242,Low,['Sushi Bars'],(801) 995-0909,180 E 800th S,Central City
The Old Spaghetti Factory,https://www.yelp.com/biz/the-old-spaghetti-factory-salt-lake-city-2,3.5,153,Moderate,['Italian'],(801) 521-0424, ,Central City
Tandoor Indian Grill,https://www.yelp.com/biz/tandoor-indian-grill-salt-lake-city-3,4,277,Moderate,['Indian'],(801) 486-4542,729 E 3300  S,
Martine,https://www.yelp.com/biz/martine-salt-lake-city,4,145,High,['American (New)'],(801) 363-9328,22 E 100th S,Downtown
The Original Pancake House,https://www.yelp.com/biz/the-original-pancake-house-salt-lake-city-2,4,275,Moderate,"['Breakfast & Brunch', 'American (Traditional)', 'Waffles']",(801) 484-7200,790 E 2100 S,Sugar House
Ocean Beauty Seafood,https://www.yelp.com/biz/ocean-beauty-seafood-salt-lake-city,5,1, ,['Seafood'],(801) 972-3494,1911 S 900th W,Glendale
